1251
0.1 -nan
0.3 -nan
0.5 -nan
0.7 -nan
0.9 -nan
1.1 -nan
1.3 -nan
1.5 -nan
1.7 -nan
1.9 -nan
2.1 -nan
2.3 -nan
2.5 -nan
2.7 -nan
2.9 -nan
3.1 -nan
3.3 -nan
3.5 -nan
3.7 -nan
3.9 -nan
4.1 -nan
4.3 -nan
4.5 -nan
4.7 -nan
4.9 -nan
5.1 -nan
5.3 -nan
5.5 -nan
5.7 -nan
5.9 -nan
6.1 -nan
6.3 -nan
6.5 -nan
6.7 -nan
6.9 -nan
7.1 -nan
7.3 -nan
7.5 -nan
7.7 -nan
7.9 -nan
8.1 -nan
8.3 -nan
8.5 -nan
8.7 -nan
8.9 -nan
9.1 -nan
9.3 -nan
9.5 -nan
9.7 -nan
9.9 -nan
10.1 -nan
10.3 -nan
10.5 -nan
10.7 -nan
10.9 -nan
11.1 -nan
11.3 -nan
11.5 -nan
11.7 -nan
11.9 -nan
12.1 -nan
12.3 -nan
12.5 -nan
12.7 -nan
12.9 -nan
13.1 -nan
13.3 -nan
13.5 -nan
13.7 -nan
13.9 -nan
14.1 -nan
14.3 -nan
14.5 -nan
14.7 -nan
14.9 -nan
15.1 -nan
15.3 -nan
15.5 -nan
15.7 -nan
15.9 -nan
16.1 -nan
16.3 -nan
16.5 -nan
16.7 -nan
16.9 -nan
17.1 -nan
17.3 -nan
17.5 -nan
17.7 -nan
17.9 -nan
18.1 -nan
18.3 -nan
18.5 -nan
18.7 -nan
18.9 -nan
19.1 -nan
19.3 -nan
19.5 -nan
19.7 -nan
19.9 -nan
20.1 -nan
20.3 -nan
20.5 -nan
20.7 -nan
20.9 -nan
21.1 -nan
21.3 -nan
21.5 -nan
21.7 -nan
21.9 -nan
22.1 -nan
22.3 -nan
22.5 -nan
22.7 -nan
22.9 -nan
23.1 -nan
23.3 -nan
23.5 -nan
23.7 -nan
23.9 -nan
24.1 -nan
24.3 -nan
24.5 -nan
24.7 -nan
24.9 -nan
25.1 -nan
25.3 -nan
25.5 -nan
25.7 -nan
25.9 -nan
26.1 -nan
26.3 -nan
26.5 -nan
26.7 -nan
26.9 -nan
27.1 -nan
27.3 -nan
27.5 -nan
27.7 -nan
27.9 -nan
28.1 -nan
28.3 -nan
28.5 -nan
28.7 -nan
28.9 -nan
29.1 -nan
29.3 -nan
29.5 -nan
29.7 -nan
29.9 -nan
30.1 -nan
30.3 -nan
30.5 -nan
30.7 -nan
30.9 -nan
31.1 -nan
31.3 -nan
31.5 -nan
31.7 -nan
31.9 -nan
32.1 -nan
32.3 -nan
32.5 -nan
32.7 -nan
32.9 -nan
33.1 -nan
33.3 -nan
33.5 -nan
33.7 -nan
33.9 -nan
34.1 -nan
34.3 -nan
34.5 -nan
34.7 -nan
34.9 -nan
35.1 -nan
35.3 -nan
35.5 -nan
35.7 -nan
35.9 -nan
36.1 -nan
36.3 -nan
36.5 -nan
36.7 -nan
36.9 -nan
37.1 -nan
37.3 -nan
37.5 -nan
37.7 -nan
37.9 -nan
38.1 -nan
38.3 -nan
38.5 -nan
38.7 -nan
38.9 -nan
39.1 -nan
39.3 -nan
39.5 -nan
39.7 -nan
39.9 -nan
40.1 -nan
40.3 -nan
40.5 -nan
40.7 -nan
40.9 -nan
41.1 -nan
41.3 -nan
41.5 -nan
41.7 -nan
41.9 -nan
42.1 -nan
42.3 -nan
42.5 -nan
42.7 -nan
42.9 -nan
43.1 -nan
43.3 -nan
43.5 -nan
43.7 -nan
43.9 -nan
44.1 -nan
44.3 -nan
44.5 -nan
44.7 -nan
44.9 -nan
45.1 -nan
45.3 -nan
45.5 -nan
45.7 -nan
45.9 -nan
46.1 -nan
46.3 -nan
46.5 -nan
46.7 -nan
46.9 -nan
47.1 -nan
47.3 -nan
47.5 -nan
47.7 -nan
47.9 -nan
48.1 -nan
48.3 -nan
48.5 -nan
48.7 -nan
48.9 -nan
49.1 -nan
49.3 -nan
49.5 -nan
49.7 -nan
49.9 -nan
50.1 -nan
50.3 -nan
50.5 -nan
50.7 -nan
50.9 -nan
51.1 -nan
51.3 -nan
51.5 -nan
51.7 -nan
51.9 -nan
52.1 -nan
52.3 -nan
52.5 -nan
52.7 -nan
52.9 -nan
53.1 -nan
53.3 -nan
53.5 -nan
53.7 -nan
53.9 -nan
54.1 -nan
54.3 -nan
54.5 -nan
54.7 -nan
54.9 -nan
55.1 -nan
55.3 -nan
55.5 -nan
55.7 -nan
55.9 -nan
56.1 -nan
56.3 -nan
56.5 -nan
56.7 -nan
56.9 -nan
57.1 -nan
57.3 -nan
57.5 -nan
57.7 -nan
57.9 -nan
58.1 -nan
58.3 -nan
58.5 -nan
58.7 -nan
58.9 -nan
59.1 -nan
59.3 -nan
59.5 -nan
59.7 -nan
59.9 -nan
60.1 -nan
60.3 -nan
60.5 -nan
60.7 -nan
60.9 -nan
61.1 -nan
61.3 -nan
61.5 -nan
61.7 -nan
61.9 -nan
62.1 -nan
62.3 -nan
62.5 -nan
62.7 -nan
62.9 -nan
63.1 -nan
63.3 -nan
63.5 -nan
63.7 -nan
63.9 -nan
64.1 -nan
64.3 -nan
64.5 -nan
64.7 -nan
64.9 -nan
65.1 -nan
65.3 -nan
65.5 -nan
65.7 -nan
65.9 -nan
66.1 -nan
66.3 -nan
66.5 -nan
66.7 -nan
66.9 -nan
67.1 -nan
67.3 -nan
67.5 -nan
67.7 -nan
67.9 -nan
68.1 -nan
68.3 -nan
68.5 -nan
68.7 -nan
68.9 -nan
69.1 -nan
69.3 -nan
69.5 -nan
69.7 -nan
69.9 -nan
70.1 -nan
70.3 -nan
70.5 -nan
70.7 -nan
70.9 -nan
71.1 -nan
71.3 -nan
71.5 -nan
71.7 -nan
71.9 -nan
72.1 -nan
72.3 -nan
72.5 -nan
72.7 -nan
72.9 -nan
73.1 -nan
73.3 -nan
73.5 -nan
73.7 -nan
73.9 -nan
74.1 -nan
74.3 -nan
74.5 -nan
74.7 -nan
74.9 -nan
75.1 -nan
75.3 -nan
75.5 -nan
75.7 -nan
75.9 -nan
76.1 -nan
76.3 -nan
76.5 -nan
76.7 -nan
76.9 -nan
77.1 -nan
77.3 -nan
77.5 -nan
77.7 -nan
77.9 -nan
78.1 -nan
78.3 -nan
78.5 -nan
78.7 -nan
78.9 -nan
79.1 -nan
79.3 -nan
79.5 -nan
79.7 -nan
79.9 -nan
80.1 -nan
80.3 -nan
80.5 -nan
80.7 -nan
80.9 -nan
81.1 -nan
81.3 -nan
81.5 -nan
81.7 -nan
81.9 -nan
82.1 -nan
82.3 -nan
82.5 -nan
82.7 -nan
82.9 -nan
83.1 -nan
83.3 -nan
83.5 -nan
83.7 -nan
83.9 -nan
84.1 -nan
84.3 -nan
84.5 -nan
84.7 -nan
84.9 -nan
85.1 -nan
85.3 -nan
85.5 -nan
85.7 -nan
85.9 -nan
86.1 -nan
86.3 -nan
86.5 -nan
86.7 -nan
86.9 -nan
87.1 -nan
87.3 -nan
87.5 -nan
87.7 -nan
87.9 -nan
88.1 -nan
88.3 -nan
88.5 -nan
88.7 -nan
88.9 -nan
89.1 -nan
89.3 -nan
89.5 -nan
89.7 -nan
89.9 -nan
90.1 -nan
90.3 -nan
90.5 -nan
90.7 -nan
90.9 -nan
91.1 -nan
91.3 -nan
91.5 -nan
91.7 -nan
91.9 -nan
92.1 -nan
92.3 -nan
92.5 -nan
92.7 -nan
92.9 -nan
93.1 -nan
93.3 -nan
93.5 -nan
93.7 -nan
93.9 -nan
94.1 -nan
94.3 -nan
94.5 -nan
94.7 -nan
94.9 -nan
95.1 -nan
95.3 -nan
95.5 -nan
95.7 -nan
95.9 -nan
96.1 -nan
96.3 -nan
96.5 -nan
96.7 -nan
96.9 -nan
97.1 -nan
97.3 -nan
97.5 -nan
97.7 -nan
97.9 -nan
98.1 -nan
98.3 -nan
98.5 -nan
98.7 -nan
98.9 -nan
99.1 -nan
99.3 -nan
99.5 -nan
99.7 -nan
99.9 -nan
100.1 -nan
100.3 -nan
100.5 -nan
100.7 -nan
100.9 -nan
101.1 -nan
101.3 -nan
101.5 -nan
101.7 -nan
101.9 -nan
102.1 -nan
102.3 -nan
102.5 -nan
102.7 -nan
102.9 -nan
103.1 -nan
103.3 -nan
103.5 -nan
103.7 -nan
103.9 -nan
104.1 -nan
104.3 -nan
104.5 -nan
104.7 -nan
104.9 -nan
105.1 -nan
105.3 -nan
105.5 -nan
105.7 -nan
105.9 -nan
106.1 -nan
106.3 -nan
106.5 -nan
106.7 -nan
106.9 -nan
107.1 -nan
107.3 -nan
107.5 -nan
107.7 -nan
107.9 -nan
108.1 -nan
108.3 -nan
108.5 -nan
108.7 -nan
108.9 -nan
109.1 -nan
109.3 -nan
109.5 -nan
109.7 -nan
109.9 -nan
